goal_index,date,competition_code,competition,home_team,away_team,result,minute_raw,minute_base,minute_added,minute_total,what,how,is_penalty,is_official,source_url
88,2009-04-25,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-2,24,24,0,24,,Left foot,0,1,https://www.messistats.com/en/locationsscored
89,2009-05-02,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,2-6,36,36,0,36,,Left foot,0,1,https://www.messistats.com/en/locationsscored
90,2009-05-02,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,2-6,75,75,0,75,,Left foot,0,1,https://www.messistats.com/en/locationsscored
91,2009-05-13,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,1-4,55,55,0,55,,Left foot,0,1,https://www.messistats.com/en/locationsscored
92,2009-05-27,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester United,2-0,70,70,0,70,,Head,0,1,https://www.messistats.com/en/locationsscored
93,2009-08-23,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Athletic de Bilbao,3-0,50,50,0,50,,Right foot,0,1,https://www.messistats.com/en/locationsscored
94,2009-08-23,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Athletic de Bilbao,3-0,68,68,0,68,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
95,2009-09-12,PRM La Liga,PRM La Liga,Getafe,FC Barcelona,0-2,80,80,0,80,,Head,0,1,https://www.messistats.com/en/locationsscored
96,2009-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,5-2,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
97,2009-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,5-2,90+4,90,4,94,,Right foot,0,1,https://www.messistats.com/en/locationsscored
98,2009-09-22,PRM La Liga,PRM La Liga,Racing Santander,FC Barcelona,1-4,24,24,0,24,,Left foot,0,1,https://www.messistats.com/en/locationsscored
99,2009-09-22,PRM La Liga,PRM La Liga,Racing Santander,FC Barcelona,1-4,63,63,0,63,,Left foot,0,1,https://www.messistats.com/en/locationsscored
100,2009-09-29,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Dynamo Kyiv,2-0,26,26,0,26,,Left foot,0,1,https://www.messistats.com/en/locationsscored
101,2009-10-25,PRM La Liga,PRM La Liga,FC Barcelona,Real Zaragoza,6-1,80,80,0,80,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
102,2009-11-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,4-2,87,87,0,87,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
103,2009-11-10,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Cultural Leonesa,5-0,64,64,0,64,,Left foot,0,1,https://www.messistats.com/en/locationsscored
104,2009-11-14,FRN International friendly,FRN International friendly,Spain,Argentina,2-1,61,61,0,61,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
105,2009-12-05,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,1-3,27,27,0,27,,Left foot,0,1,https://www.messistats.com/en/locationsscored
106,2009-12-05,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,1-3,80,80,0,80,,Head,0,1,https://www.messistats.com/en/locationsscored
107,2009-12-09,EUR UEFA Champions League,EUR UEFA Champions League,Dynamo Kyiv,FC Barcelona,1-2,86,86,0,86,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
108,2009-12-16,WCT FIFA Club World Cup,WCT FIFA Club World Cup,Atlante,FC Barcelona,1-3,55,55,0,55,,Left foot,0,1,https://www.messistats.com/en/locationsscored
109,2009-12-19,WCT FIFA Club World Cup,WCT FIFA Club World Cup,Estudiantes La Plata,FC Barcelona,1-2,110,110,0,110,,Chest,0,1,https://www.messistats.com/en/locationsscored
110,2010-01-10,PRM La Liga,PRM La Liga,Tenerife,FC Barcelona,0-5,36,36,0,36,,Left foot,0,1,https://www.messistats.com/en/locationsscored
111,2010-01-10,PRM La Liga,PRM La Liga,Tenerife,FC Barcelona,0-5,45,45,0,45,,Right foot,0,1,https://www.messistats.com/en/locationsscored
112,2010-01-10,PRM La Liga,PRM La Liga,Tenerife,FC Barcelona,0-5,75,75,0,75,,Left foot,0,1,https://www.messistats.com/en/locationsscored
113,2010-01-16,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,4-0,85,85,0,85,,Left foot,0,1,https://www.messistats.com/en/locationsscored
114,2010-01-16,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,4-0,90+1,90,1,91,,Left foot,0,1,https://www.messistats.com/en/locationsscored
115,2010-01-23,PRM La Liga,PRM La Liga,Real Valladolid,FC Barcelona,0-3,56,56,0,56,,Left foot,0,1,https://www.messistats.com/en/locationsscored
116,2010-02-06,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,2-1,7,7,0,7,,Left foot,0,1,https://www.messistats.com/en/locationsscored
117,2010-02-27,PRM La Liga,PRM La Liga,FC Barcelona,Málaga,2-1,84,84,0,84,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
118,2010-03-06,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,2-2,42,42,0,42,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
119,2010-03-06,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,2-2,66,66,0,66,,Left foot,0,1,https://www.messistats.com/en/locationsscored
120,2010-03-14,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,3-0,56,56,0,56,,Left foot,0,1,https://www.messistats.com/en/locationsscored
121,2010-03-14,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,3-0,81,81,0,81,,Left foot,0,1,https://www.messistats.com/en/locationsscored
122,2010-03-14,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,3-0,83,83,0,83,,Right foot,0,1,https://www.messistats.com/en/locationsscored
123,2010-03-17,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,VfB Stuttgart,4-0,13,13,0,13,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
124,2010-03-17,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,VfB Stuttgart,4-0,60,60,0,60,,Left foot,0,1,https://www.messistats.com/en/locationsscored
125,2010-03-21,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,2-4,5,5,0,5,,Head,0,1,https://www.messistats.com/en/locationsscored
126,2010-03-21,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,2-4,66,66,0,66,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
127,2010-03-21,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,2-4,78,78,0,78,,Left foot,0,1,https://www.messistats.com/en/locationsscored
128,2010-04-03,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,4-1,67,67,0,67,,Left foot,0,1,https://www.messistats.com/en/locationsscored
129,2010-04-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,4-1,21,21,0,21,,Left foot,0,1,https://www.messistats.com/en/locationsscored
130,2010-04-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,4-1,37,37,0,37,,Right foot,0,1,https://www.messistats.com/en/locationsscored
131,2010-04-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,4-1,42,42,0,42,,Left foot,0,1,https://www.messistats.com/en/locationsscored
132,2010-04-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,4-1,88,88,0,88,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
133,2010-04-10,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,0-2,33,33,0,33,,Right foot,0,1,https://www.messistats.com/en/locationsscored
134,2010-05-01,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,1-4,19,19,0,19,,Left foot,0,1,https://www.messistats.com/en/locationsscored
135,2010-05-01,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,1-4,88,88,0,88,,Left foot,0,1,https://www.messistats.com/en/locationsscored
136,2010-05-04,PRM La Liga,PRM La Liga,FC Barcelona,Tenerife,4-1,17,17,0,17,,Right foot,0,1,https://www.messistats.com/en/locationsscored
137,2010-05-04,PRM La Liga,PRM La Liga,FC Barcelona,Tenerife,4-1,90+3,90,3,93,,Right foot,0,1,https://www.messistats.com/en/locationsscored
138,2010-05-08,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-3,5,5,0,5,,Left foot,0,1,https://www.messistats.com/en/locationsscored
139,2010-05-16,PRM La Liga,PRM La Liga,FC Barcelona,Real Valladolid,4-0,62,62,0,62,,Right foot,0,1,https://www.messistats.com/en/locationsscored
140,2010-05-16,PRM La Liga,PRM La Liga,FC Barcelona,Real Valladolid,4-0,76,76,0,76,,Left foot,0,1,https://www.messistats.com/en/locationsscored
141,2010-08-21,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Sevilla,4-0,24,24,0,24,,Left foot,0,1,https://www.messistats.com/en/locationsscored
142,2010-08-21,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Sevilla,4-0,43,43,0,43,,Right foot,0,1,https://www.messistats.com/en/locationsscored
143,2010-08-21,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Sevilla,4-0,90,90,0,90,,Left foot,0,1,https://www.messistats.com/en/locationsscored
144,2010-08-29,PRM La Liga,PRM La Liga,Racing Santander,FC Barcelona,0-3,3,3,0,3,,Right foot,0,1,https://www.messistats.com/en/locationsscored
145,2010-09-07,FRN International friendly,FRN International friendly,Argentina,Spain,4-1,10,10,0,10,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
146,2010-09-14,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Panathinaikos,5-1,22,22,0,22,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
147,2010-09-14,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Panathinaikos,5-1,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
148,2010-09-19,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,1-2,13,13,0,13,,Left foot,0,1,https://www.messistats.com/en/locationsscored
149,2010-10-03,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,1-1,21,21,0,21,,Left foot,0,1,https://www.messistats.com/en/locationsscored
150,2010-10-20,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,FC Copenhagen,2-0,19,19,0,19,,Left foot,0,1,https://www.messistats.com/en/locationsscored
151,2010-10-20,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,FC Copenhagen,2-0,90+2,90,2,92,,Left foot,0,1,https://www.messistats.com/en/locationsscored
152,2010-10-23,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,0-2,42,42,0,42,,Left foot,0,1,https://www.messistats.com/en/locationsscored
153,2010-10-23,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,0-2,66,66,0,66,,Left foot,0,1,https://www.messistats.com/en/locationsscored
154,2010-10-30,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,5-0,4,4,0,4,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
155,2010-10-30,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,5-0,64,64,0,64,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
156,2010-11-02,EUR UEFA Champions League,EUR UEFA Champions League,FC Copenhagen,FC Barcelona,1-1,31,31,0,31,,Right foot,0,1,https://www.messistats.com/en/locationsscored
157,2010-11-07,PRM La Liga,PRM La Liga,Getafe,FC Barcelona,1-3,23,23,0,23,,Left foot,0,1,https://www.messistats.com/en/locationsscored
158,2010-11-10,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,AD Ceuta,5-1,68,68,0,68,,Left foot,0,1,https://www.messistats.com/en/locationsscored
159,2010-11-13,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,3-1,58,58,0,58,,Right foot,0,1,https://www.messistats.com/en/locationsscored
160,2010-11-13,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,3-1,83,83,0,83,,Left foot,0,1,https://www.messistats.com/en/locationsscored
161,2010-11-17,FRN International friendly,FRN International friendly,Argentina,Brazil,1-0,90+2,90,2,92,Solo run,Left foot,0,0,https://www.messistats.com/en/locationsscored
162,2010-11-20,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,0-8,17,17,0,17,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
163,2010-11-20,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,0-8,37,37,0,37,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
164,2010-11-20,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,0-8,67,67,0,67,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
165,2010-11-24,EUR UEFA Champions League,EUR UEFA Champions League,Panathinaikos,FC Barcelona,0-3,62,62,0,62,,Left foot,0,1,https://www.messistats.com/en/locationsscored
166,2010-12-04,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,0-3,65,65,0,65,,Left foot,0,1,https://www.messistats.com/en/locationsscored
167,2010-12-04,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,0-3,83,83,0,83,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
168,2010-12-12,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,5-0,47,47,0,47,,Left foot,0,1,https://www.messistats.com/en/locationsscored
169,2010-12-12,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,5-0,87,87,0,87,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
170,2011-01-08,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,0-4,52,52,0,52,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
171,2011-01-12,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Real Betis,5-0,44,44,0,44,,Left foot,0,1,https://www.messistats.com/en/locationsscored
172,2011-01-12,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Real Betis,5-0,62,62,0,62,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
173,2011-01-12,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Real Betis,5-0,73,73,0,73,,Left foot,0,1,https://www.messistats.com/en/locationsscored
174,2011-01-19,CUP Copa del Rey,CUP Copa del Rey,Real Betis,FC Barcelona,3-1,38,38,0,38,,Left foot,0,1,https://www.messistats.com/en/locationsscored
175,2011-01-22,PRM La Liga,PRM La Liga,FC Barcelona,Racing Santander,3-0,33,33,0,33,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
176,2011-01-26,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,UD Almería,5-0,9,9,0,9,,Left foot,0,1,https://www.messistats.com/en/locationsscored
177,2011-01-26,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,UD Almería,5-0,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
178,2011-01-29,PRM La Liga,PRM La Liga,Hercules Alicante,FC Barcelona,0-3,87,87,0,87,,Left foot,0,1,https://www.messistats.com/en/locationsscored
179,2011-01-29,PRM La Liga,PRM La Liga,Hercules Alicante,FC Barcelona,0-3,89,89,0,89,,Left foot,0,1,https://www.messistats.com/en/locationsscored
180,2011-02-05,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,3-0,17,17,0,17,,Left foot,0,1,https://www.messistats.com/en/locationsscored
181,2011-02-05,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,3-0,28,28,0,28,,Left foot,0,1,https://www.messistats.com/en/locationsscored
182,2011-02-05,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,3-0,79,79,0,79,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
183,2011-02-09,FRN International friendly,FRN International friendly,Argentina,Portugal,2-1,90,90,0,90,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
184,2011-02-20,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,2-1,78,78,0,78,,Right foot,0,1,https://www.messistats.com/en/locationsscored
185,2011-02-26,PRM La Liga,PRM La Liga,Real Mallorca,FC Barcelona,0-3,38,38,0,38,,Head,0,1,https://www.messistats.com/en/locationsscored
186,2011-03-02,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,0-1,77,77,0,77,,Left foot,0,1,https://www.messistats.com/en/locationsscored
187,2011-03-08,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,3-1,45+3,45,3,48,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
188,2011-03-08,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,3-1,71,71,0,71,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
189,2011-04-09,PRM La Liga,PRM La Liga,FC Barcelona,UD Almería,3-1,53,53,0,53,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
190,2011-04-09,PRM La Liga,PRM La Liga,FC Barcelona,UD Almería,3-1,90+2,90,2,92,,Left foot,0,1,https://www.messistats.com/en/locationsscored
191,2011-04-12,EUR UEFA Champions League,EUR UEFA Champions League,Shakhtar Donetsk,FC Barcelona,0-1,43,43,0,43,,Left foot,0,1,https://www.messistats.com/en/locationsscored
192,2011-04-16,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,1-1,53,53,0,53,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
193,2011-04-23,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,2-0,87,87,0,87,,Right foot,0,1,https://www.messistats.com/en/locationsscored
194,2011-04-27,EUR UEFA Champions League,EUR UEFA Champions League,Real Madrid,FC Barcelona,0-2,76,76,0,76,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
195,2011-04-27,EUR UEFA Champions League,EUR UEFA Champions League,Real Madrid,FC Barcelona,0-2,87,87,0,87,Solo run,Right foot,0,1,https://www.messistats.com/en/locationsscored
196,2011-05-28,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester United,3-1,54,54,0,54,,Left foot,0,1,https://www.messistats.com/en/locationsscored
197,2011-06-20,FRN International friendly,FRN International friendly,Argentina,Albania,4-0,42,42,0,42,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
198,2011-08-14,SUP Spanish Super Cup,SUP Spanish Super Cup,Real Madrid,FC Barcelona,2-2,45,45,0,45,,Left foot,0,1,https://www.messistats.com/en/locationsscored
199,2011-08-17,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Real Madrid,3-2,45,45,0,45,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
200,2011-08-17,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Real Madrid,3-2,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
201,2011-08-26,IUP UEFA European Super Cup,IUP UEFA European Super Cup,FC Barcelona,FC Porto,2-0,39,39,0,39,,Left foot,0,1,https://www.messistats.com/en/locationsscored
202,2011-08-29,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,5-0,52,52,0,52,,Right foot,0,1,https://www.messistats.com/en/locationsscored
203,2011-08-29,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,5-0,75,75,0,75,,Left foot,0,1,https://www.messistats.com/en/locationsscored
204,2011-09-17,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,8-0,5,5,0,5,,Left foot,0,1,https://www.messistats.com/en/locationsscored
205,2011-09-17,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,8-0,41,41,0,41,,Left foot,0,1,https://www.messistats.com/en/locationsscored
206,2011-09-17,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,8-0,79,79,0,79,,Left foot,0,1,https://www.messistats.com/en/locationsscored
207,2011-09-24,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,5-0,26,26,0,26,,Left foot,0,1,https://www.messistats.com/en/locationsscored
208,2011-09-24,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,5-0,78,78,0,78,,Left foot,0,1,https://www.messistats.com/en/locationsscored
209,2011-09-24,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,5-0,90+1,90,1,91,,Left foot,0,1,https://www.messistats.com/en/locationsscored
210,2011-09-28,EUR UEFA Champions League,EUR UEFA Champions League,BATE Borisov,FC Barcelona,0-5,38,38,0,38,,Head,0,1,https://www.messistats.com/en/locationsscored
211,2011-09-28,EUR UEFA Champions League,EUR UEFA Champions League,BATE Borisov,FC Barcelona,0-5,55,55,0,55,,Left foot,0,1,https://www.messistats.com/en/locationsscored
212,2011-10-08,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Chile,4-1,26,26,0,26,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
213,2011-10-15,PRM La Liga,PRM La Liga,FC Barcelona,Racing Santander,3-0,11,11,0,11,,Right foot,0,1,https://www.messistats.com/en/locationsscored
214,2011-10-15,PRM La Liga,PRM La Liga,FC Barcelona,Racing Santander,3-0,68,68,0,68,,Right foot,0,1,https://www.messistats.com/en/locationsscored
215,2011-10-29,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-0,13,13,0,13,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
216,2011-10-29,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-0,21,21,0,21,,Right foot,0,1,https://www.messistats.com/en/locationsscored
217,2011-10-29,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-0,30,30,0,30,,Left foot,0,1,https://www.messistats.com/en/locationsscored
218,2011-11-01,EUR UEFA Champions League,EUR UEFA Champions League,Viktoria Plzen,FC Barcelona,0-4,24,24,0,24,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
219,2011-11-01,EUR UEFA Champions League,EUR UEFA Champions League,Viktoria Plzen,FC Barcelona,0-4,45,45,0,45,,Left foot,0,1,https://www.messistats.com/en/locationsscored
220,2011-11-01,EUR UEFA Champions League,EUR UEFA Champions League,Viktoria Plzen,FC Barcelona,0-4,90+2,90,2,92,,Left foot,0,1,https://www.messistats.com/en/locationsscored
221,2011-11-06,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,2-2,90+1,90,1,91,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
222,2011-11-15,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Colombia,Argentina,1-2,60,60,0,60,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
223,2011-11-19,PRM La Liga,PRM La Liga,FC Barcelona,Real Zaragoza,4-0,43,43,0,43,,Right foot,0,1,https://www.messistats.com/en/locationsscored
224,2011-11-23,EUR UEFA Champions League,EUR UEFA Champions League,AC Milan,FC Barcelona,2-3,31,31,0,31,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
225,2011-11-29,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,4-0,50,50,0,50,,Left foot,0,1,https://www.messistats.com/en/locationsscored
226,2011-12-03,PRM La Liga,PRM La Liga,FC Barcelona,Levante,5-0,55,55,0,55,,Left foot,0,1,https://www.messistats.com/en/locationsscored
227,2011-12-18,WCT FIFA Club World Cup,WCT FIFA Club World Cup,Santos,FC Barcelona,0-4,17,17,0,17,,Left foot,0,1,https://www.messistats.com/en/locationsscored
228,2011-12-18,WCT FIFA Club World Cup,WCT FIFA Club World Cup,Santos,FC Barcelona,0-4,82,82,0,82,,Left foot,0,1,https://www.messistats.com/en/locationsscored
229,2012-01-04,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Osasuna,4-0,73,73,0,73,,Head,0,1,https://www.messistats.com/en/locationsscored
230,2012-01-04,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Osasuna,4-0,90+2,90,2,92,,Left foot,0,1,https://www.messistats.com/en/locationsscored
231,2012-01-15,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,4-2,12,12,0,12,,Left foot,0,1,https://www.messistats.com/en/locationsscored
232,2012-01-15,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,4-2,86,86,0,86,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
233,2012-01-22,PRM La Liga,PRM La Liga,Málaga,FC Barcelona,1-4,33,33,0,33,,Head,0,1,https://www.messistats.com/en/locationsscored
234,2012-01-22,PRM La Liga,PRM La Liga,Málaga,FC Barcelona,1-4,51,51,0,51,,Left foot,0,1,https://www.messistats.com/en/locationsscored
235,2012-01-22,PRM La Liga,PRM La Liga,Málaga,FC Barcelona,1-4,81,81,0,81,,Left foot,0,1,https://www.messistats.com/en/locationsscored
236,2012-02-04,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,2-1,72,72,0,72,,Left foot,0,1,https://www.messistats.com/en/locationsscored
237,2012-02-14,EUR UEFA Champions League,EUR UEFA Champions League,Bayer Leverkusen,FC Barcelona,1-3,88,88,0,88,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
238,2012-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,5-1,22,22,0,22,,Left foot,0,1,https://www.messistats.com/en/locationsscored
239,2012-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,5-1,27,27,0,27,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
240,2012-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,5-1,76,76,0,76,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
241,2012-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,5-1,85,85,0,85,,Left foot,0,1,https://www.messistats.com/en/locationsscored
242,2012-02-26,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,1-2,81,81,0,81,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
243,2012-02-29,FRN International friendly,FRN International friendly,Switzerland,Argentina,1-3,20,20,0,20,,Left foot,0,0,https://www.messistats.com/en/locationsscored
244,2012-02-29,FRN International friendly,FRN International friendly,Switzerland,Argentina,1-3,88,88,0,88,,Left foot,0,0,https://www.messistats.com/en/locationsscored
245,2012-02-29,FRN International friendly,FRN International friendly,Switzerland,Argentina,1-3,90+3,90,3,93,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
246,2012-03-07,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayer Leverkusen,7-1,25,25,0,25,,Left foot,0,1,https://www.messistats.com/en/locationsscored
247,2012-03-07,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayer Leverkusen,7-1,42,42,0,42,,Left foot,0,1,https://www.messistats.com/en/locationsscored
248,2012-03-07,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayer Leverkusen,7-1,49,49,0,49,,Right foot,0,1,https://www.messistats.com/en/locationsscored
249,2012-03-07,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayer Leverkusen,7-1,58,58,0,58,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
250,2012-03-07,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayer Leverkusen,7-1,84,84,0,84,,Left foot,0,1,https://www.messistats.com/en/locationsscored
251,2012-03-11,PRM La Liga,PRM La Liga,Racing Santander,FC Barcelona,0-2,29,29,0,29,,Left foot,0,1,https://www.messistats.com/en/locationsscored
252,2012-03-11,PRM La Liga,PRM La Liga,Racing Santander,FC Barcelona,0-2,56,56,0,56,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
