goal_index,date,competition_code,competition,home_team,away_team,result,minute_raw,minute_base,minute_added,minute_total,what,how,is_penalty,is_official,source_url
419,2014-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-1,81,81,0,81,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
420,2014-12-10,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Paris Saint-Germain,3-1,19,19,0,19,,Right foot,0,1,https://www.messistats.com/en/locationsscored
421,2014-12-20,PRM La Liga,PRM La Liga,FC Barcelona,Córdoba,5-0,82,82,0,82,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
422,2014-12-20,PRM La Liga,PRM La Liga,FC Barcelona,Córdoba,5-0,90+1,90,1,91,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
423,2015-01-08,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Elche,5-0,45,45,0,45,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
424,2015-01-11,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,3-1,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
425,2015-01-18,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,0-4,10,10,0,10,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
426,2015-01-18,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,0-4,33,33,0,33,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
427,2015-01-18,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,0-4,62,62,0,62,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
428,2015-01-21,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Atlético Madrid,1-0,85,85,0,85,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
429,2015-01-24,PRM La Liga,PRM La Liga,Elche,FC Barcelona,0-6,55,55,0,55,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
430,2015-01-24,PRM La Liga,PRM La Liga,Elche,FC Barcelona,0-6,88,88,0,88,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
431,2015-02-01,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,3-2,55,55,0,55,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
432,2015-02-08,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,2-5,15,15,0,15,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
433,2015-02-11,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Villarreal,3-1,41,41,0,41,,Left foot,0,1,https://www.messistats.com/en/locationsscored
434,2015-02-15,PRM La Liga,PRM La Liga,FC Barcelona,Levante,5-0,38,38,0,38,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
435,2015-02-15,PRM La Liga,PRM La Liga,FC Barcelona,Levante,5-0,59,59,0,59,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
436,2015-02-15,PRM La Liga,PRM La Liga,FC Barcelona,Levante,5-0,65,65,0,65,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
437,2015-02-28,PRM La Liga,PRM La Liga,Granada,FC Barcelona,1-3,70,70,0,70,,Right foot,0,1,https://www.messistats.com/en/locationsscored
438,2015-03-08,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,6-1,56,56,0,56,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
439,2015-03-08,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,6-1,63,63,0,63,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
440,2015-03-08,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,6-1,68,68,0,68,,Left foot,0,1,https://www.messistats.com/en/locationsscored
441,2015-03-14,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-2,31,31,0,31,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
442,2015-03-14,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-2,55,55,0,55,,Head,0,1,https://www.messistats.com/en/locationsscored
443,2015-04-08,PRM La Liga,PRM La Liga,FC Barcelona,UD Almería,4-0,33,33,0,33,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
444,2015-04-11,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-2,14,14,0,14,,Left foot,0,1,https://www.messistats.com/en/locationsscored
445,2015-04-18,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,2-0,90+4,90,4,94,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
446,2015-04-25,PRM La Liga,PRM La Liga,Espanyol,FC Barcelona,0-2,25,25,0,25,,Left foot,0,1,https://www.messistats.com/en/locationsscored
447,2015-04-28,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,6-0,9,9,0,9,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
448,2015-04-28,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,6-0,47,47,0,47,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
449,2015-05-02,PRM La Liga,PRM La Liga,Córdoba,FC Barcelona,0-8,46,46,0,46,,Head,0,1,https://www.messistats.com/en/locationsscored
450,2015-05-02,PRM La Liga,PRM La Liga,Córdoba,FC Barcelona,0-8,80,80,0,80,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
451,2015-05-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayern München,3-0,77,77,0,77,,Left foot,0,1,https://www.messistats.com/en/locationsscored
452,2015-05-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Bayern München,3-0,80,80,0,80,,Right foot,0,1,https://www.messistats.com/en/locationsscored
453,2015-05-17,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,0-1,65,65,0,65,,Left foot,0,1,https://www.messistats.com/en/locationsscored
454,2015-05-23,PRM La Liga,PRM La Liga,FC Barcelona,Deportivo La Coruña,2-2,5,5,0,5,,Head,0,1,https://www.messistats.com/en/locationsscored
455,2015-05-23,PRM La Liga,PRM La Liga,FC Barcelona,Deportivo La Coruña,2-2,59,59,0,59,,Right foot,0,1,https://www.messistats.com/en/locationsscored
456,2015-05-30,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,1-3,20,20,0,20,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
457,2015-05-30,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,1-3,74,74,0,74,,Left foot,0,1,https://www.messistats.com/en/locationsscored
458,2015-06-13,CPA Copa América 2015,CPA Copa América 2015,Argentina,Paraguay,2-2,35,35,0,35,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
459,2015-08-11,IUP UEFA European Super Cup,IUP UEFA European Super Cup,FC Barcelona,Sevilla,5-4,7,7,0,7,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
460,2015-08-11,IUP UEFA European Super Cup,IUP UEFA European Super Cup,FC Barcelona,Sevilla,5-4,15,15,0,15,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
461,2015-08-17,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Athletic de Bilbao,1-1,43,43,0,43,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
462,2015-09-04,FRN International friendly,FRN International friendly,Argentina,Bolivia,7-0,66,66,0,66,Field goal,Head,0,0,https://www.messistats.com/en/locationsscored
463,2015-09-04,FRN International friendly,FRN International friendly,Argentina,Bolivia,7-0,74,74,0,74,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
464,2015-09-08,FRN International friendly,FRN International friendly,Argentina,Mexico,2-2,88,88,0,88,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
465,2015-09-12,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,1-2,77,77,0,77,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
466,2015-09-20,PRM La Liga,PRM La Liga,FC Barcelona,Levante,4-1,61,61,0,61,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
467,2015-09-20,PRM La Liga,PRM La Liga,FC Barcelona,Levante,4-1,90,90,0,90,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
468,2015-11-24,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AS Roma,6-1,18,18,0,18,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
469,2015-11-24,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AS Roma,6-1,59,59,0,59,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
470,2015-11-28,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,4-0,90+1,90,1,91,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
471,2015-12-09,EUR UEFA Champions League,EUR UEFA Champions League,Bayer Leverkusen,FC Barcelona,1-1,20,20,0,20,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
472,2015-12-12,PRM La Liga,PRM La Liga,FC Barcelona,Deportivo La Coruña,2-2,39,39,0,39,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
473,2015-12-20,WCT FIFA Club World Cup,WCT FIFA Club World Cup,CA River Plate,FC Barcelona,0-3,36,36,0,36,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
474,2015-12-30,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,4-0,33,33,0,33,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
475,2016-01-06,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Espanyol,4-1,13,13,0,13,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
476,2016-01-06,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Espanyol,4-1,44,44,0,44,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
477,2016-01-09,PRM La Liga,PRM La Liga,FC Barcelona,Granada,4-0,8,8,0,8,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
478,2016-01-09,PRM La Liga,PRM La Liga,FC Barcelona,Granada,4-0,14,14,0,14,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
479,2016-01-09,PRM La Liga,PRM La Liga,FC Barcelona,Granada,4-0,58,58,0,58,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
480,2016-01-17,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,6-0,7,7,0,7,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
481,2016-01-23,PRM La Liga,PRM La Liga,Málaga,FC Barcelona,1-2,51,51,0,51,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
482,2016-01-30,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,2-1,30,30,0,30,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
483,2016-02-03,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Valencia,7-0,29,29,0,29,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
484,2016-02-03,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Valencia,7-0,58,58,0,58,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
485,2016-02-03,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Valencia,7-0,74,74,0,74,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
486,2016-02-14,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,6-1,28,28,0,28,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
487,2016-02-17,PRM La Liga,PRM La Liga,Sporting Gijón,FC Barcelona,1-3,25,25,0,25,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
488,2016-02-17,PRM La Liga,PRM La Liga,Sporting Gijón,FC Barcelona,1-3,31,31,0,31,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
489,2016-02-23,EUR UEFA Champions League,EUR UEFA Champions League,Arsenal,FC Barcelona,0-2,71,71,0,71,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
490,2016-02-23,EUR UEFA Champions League,EUR UEFA Champions League,Arsenal,FC Barcelona,0-2,83,83,0,83,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
491,2016-02-28,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,2-1,31,31,0,31,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
492,2016-03-03,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,1-5,23,23,0,23,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
493,2016-03-03,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,1-5,54,54,0,54,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
494,2016-03-03,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,1-5,72,72,0,72,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
495,2016-03-06,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-4,41,41,0,41,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
496,2016-03-06,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-4,76,76,0,76,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
497,2016-03-12,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,6-0,40,40,0,40,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
498,2016-03-16,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Arsenal,3-1,88,88,0,88,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
499,2016-03-29,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Argentina,Bolivia,2-0,30,30,0,30,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
500,2016-04-17,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,1-2,63,63,0,63,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
501,2016-04-20,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,0-8,73,73,0,73,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
502,2016-04-23,PRM La Liga,PRM La Liga,FC Barcelona,Sporting Gijón,6-0,12,12,0,12,Rebound,Head,0,1,https://www.messistats.com/en/locationsscored
503,2016-05-08,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-0,8,8,0,8,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
504,2016-06-10,CPA Copa América Centenario,CPA Copa América Centenario,Argentina,Panama,5-0,68,68,0,68,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
505,2016-06-10,CPA Copa América Centenario,CPA Copa América Centenario,Argentina,Panama,5-0,78,78,0,78,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
506,2016-06-10,CPA Copa América Centenario,CPA Copa América Centenario,Argentina,Panama,5-0,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
507,2016-06-18,CPA Copa América Centenario,CPA Copa América Centenario,Argentina,Venezuela,4-1,60,60,0,60,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
508,2016-06-21,CPA Copa América Centenario,CPA Copa América Centenario,United States,Argentina,0-4,32,32,0,32,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
509,2016-08-17,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Sevilla,3-0,55,55,0,55,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
510,2016-08-20,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,6-2,37,37,0,37,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
511,2016-08-20,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,6-2,57,57,0,57,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
512,2016-09-01,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Argentina,Uruguay,1-0,43,43,0,43,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
513,2016-09-13,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Celtic,7-0,3,3,0,3,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
514,2016-09-13,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Celtic,7-0,27,27,0,27,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
515,2016-09-13,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Celtic,7-0,60,60,0,60,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
516,2016-09-17,PRM La Liga,PRM La Liga,Leganés,FC Barcelona,1-5,15,15,0,15,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
517,2016-09-17,PRM La Liga,PRM La Liga,Leganés,FC Barcelona,1-5,55,55,0,55,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
518,2016-10-15,PRM La Liga,PRM La Liga,FC Barcelona,Deportivo La Coruña,4-0,58,58,0,58,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
519,2016-10-19,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester City,4-0,17,17,0,17,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
520,2016-10-19,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester City,4-0,61,61,0,61,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
521,2016-10-19,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester City,4-0,69,69,0,69,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
522,2016-10-22,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,22,22,0,22,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
523,2016-10-22,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,90+4,90,4,94,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
524,2016-11-01,EUR UEFA Champions League,EUR UEFA Champions League,Manchester City,FC Barcelona,3-1,21,21,0,21,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
525,2016-11-06,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,1-2,43,43,0,43,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
526,2016-11-15,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Argentina,Colombia,3-0,10,10,0,10,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
527,2016-11-23,EUR UEFA Champions League,EUR UEFA Champions League,Celtic,FC Barcelona,0-2,24,24,0,24,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
528,2016-11-23,EUR UEFA Champions League,EUR UEFA Champions League,Celtic,FC Barcelona,0-2,55,55,0,55,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
529,2016-11-27,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,1-1,59,59,0,59,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
530,2016-12-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Borussia Mönchengladbach,4-0,16,16,0,16,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
531,2016-12-10,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,0-3,72,72,0,72,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
532,2016-12-10,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,0-3,90+2,90,2,92,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
533,2016-12-18,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-1,90,90,0,90,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
534,2017-01-05,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,2-1,52,52,0,52,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
535,2017-01-08,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,1-1,90,90,0,90,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
536,2017-01-11,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Athletic de Bilbao,3-1,78,78,0,78,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
537,2017-01-14,PRM La Liga,PRM La Liga,FC Barcelona,Las Palmas,5-0,52,52,0,52,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
538,2017-01-22,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-4,50,50,0,50,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
539,2017-01-26,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Real Sociedad,5-2,55,55,0,55,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
540,2017-02-01,CUP Copa del Rey,CUP Copa del Rey,Atlético Madrid,FC Barcelona,1-2,33,33,0,33,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
541,2017-02-04,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,3-0,40,40,0,40,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
542,2017-02-11,PRM La Liga,PRM La Liga,Alavés,FC Barcelona,0-6,59,59,0,59,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
543,2017-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,2-1,4,4,0,4,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
544,2017-02-19,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,2-1,89,89,0,89,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
545,2017-02-26,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,1-2,87,87,0,87,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
546,2017-03-01,PRM La Liga,PRM La Liga,FC Barcelona,Sporting Gijón,6-1,9,9,0,9,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
547,2017-03-04,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,5-0,24,24,0,24,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
548,2017-03-04,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,5-0,64,64,0,64,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
549,2017-03-08,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Paris Saint-Germain,6-1,50,50,0,50,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
550,2017-03-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,4-2,45,45,0,45,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
551,2017-03-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,4-2,53,53,0,53,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
552,2017-03-23,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Argentina,Chile,1-0,16,16,0,16,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
553,2017-04-05,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,3-0,28,28,0,28,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
554,2017-04-05,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,3-0,33,33,0,33,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
555,2017-04-15,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,3-2,17,17,0,17,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
556,2017-04-15,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,3-2,37,37,0,37,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
557,2017-04-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,2-3,33,33,0,33,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
558,2017-04-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,2-3,90+2,90,2,92,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
559,2017-04-26,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,7-1,12,12,0,12,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
560,2017-04-26,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,7-1,61,61,0,61,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
561,2017-05-06,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,4-1,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
562,2017-05-06,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,4-1,82,82,0,82,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
563,2017-05-21,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,4-2,76,76,0,76,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
564,2017-05-21,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,4-2,90+2,90,2,92,Solo run,Right foot,0,1,https://www.messistats.com/en/locationsscored
565,2017-05-27,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Alavés,3-1,30,30,0,30,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
566,2017-08-13,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Real Madrid,1-3,76,76,0,76,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
567,2017-08-26,PRM La Liga,PRM La Liga,Alavés,FC Barcelona,0-2,55,55,0,55,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
568,2017-08-26,PRM La Liga,PRM La Liga,Alavés,FC Barcelona,0-2,66,66,0,66,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
569,2017-09-09,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-0,26,26,0,26,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
570,2017-09-09,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-0,35,35,0,35,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
571,2017-09-09,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-0,67,67,0,67,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
572,2017-09-12,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Juventus,3-0,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
573,2017-09-12,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Juventus,3-0,69,69,0,69,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
574,2017-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,6-1,20,20,0,20,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
575,2017-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,6-1,59,59,0,59,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
576,2017-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,6-1,62,62,0,62,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
577,2017-09-19,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,6-1,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
578,2017-10-01,PRM La Liga,PRM La Liga,FC Barcelona,Las Palmas,3-0,71,71,0,71,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
579,2017-10-01,PRM La Liga,PRM La Liga,FC Barcelona,Las Palmas,3-0,77,77,0,77,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
580,2017-10-10,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Ecuador,Argentina,1-3,12,12,0,12,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
